w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38,w2v_39,w2v_40,w2v_41,w2v_42,w2v_43,w2v_44,w2v_45,w2v_46,w2v_47,w2v_48,w2v_49,w2v_50,w2v_51,w2v_52,w2v_53,w2v_54,w2v_55,w2v_56,w2v_57,w2v_58,w2v_59,w2v_60,w2v_61,w2v_62,w2v_63,w2v_64,w2v_65,w2v_66,w2v_67,w2v_68,w2v_69,w2v_70,w2v_71,w2v_72,w2v_73,w2v_74,w2v_75,w2v_76,w2v_77,w2v_78,w2v_79,w2v_80,w2v_81,w2v_82,w2v_83,w2v_84,w2v_85,w2v_86,w2v_87,w2v_88,w2v_89,w2v_90,w2v_91,w2v_92,w2v_93,w2v_94,w2v_95,w2v_96,w2v_97,w2v_98,w2v_99
-0.1477249,0.17180862,0.04619034,-0.03275203,0.048882954,-0.39444897,0.006014396,0.4035813,-0.20989741,-0.19876155,-0.12662327,-0.31972387,-0.007812072,0.20777191,0.20375872,-0.17145315,0.11157656,-0.23087513,-0.034580536,-0.45099652,0.05871374,0.07488154,0.09008285,-0.17334312,0.03350514,0.07861651,-0.18430676,-0.05796578,-0.12989584,0.04116865,0.17211999,0.008914773,0.017683402,-0.09611395,-0.14717747,0.24764884,-0.0068715923,-0.10318264,-0.00026536055,-0.47987303,0.06062904,-0.16369244,-0.112540714,0.080815524,0.15791382,-0.03724442,-0.14370956,-0.101956844,0.018478746,0.05023431,0.1377269,-0.14249678,-0.104935266,-0.043356024,-0.1989084,0.20113543,0.06449139,-0.13282722,-0.25501695,0.11613866,0.03467539,0.0747778,0.09372381,0.039069697,-0.07269613,0.12014742,0.07559977,0.2870925,-0.29856896,0.2546534,-0.20412116,0.15685736,0.15687768,0.028111244,0.2198539,0.049956463,-0.05451731,0.0030302485,-0.21360618,0.13162062,0.020795278,-0.0007173538,-0.22974344,0.3352031,-0.041455746,0.08012428,0.114514336,0.21578941,0.28243816,0.08102608,0.25373465,0.16075951,-0.08026095,0.09582898,0.4141662,0.26938915,0.08124383,-0.24639775,0.09533911,-0.11025372
-0.15521716,0.16576925,0.042306807,-0.015213364,0.03637554,-0.37581497,0.0101978285,0.37910977,-0.18987058,-0.19525209,-0.1277795,-0.30592665,-0.0021744303,0.21082957,0.18525903,-0.17894067,0.09823173,-0.2233205,-0.030938491,-0.4249375,0.05711206,0.07615146,0.094155714,-0.17107904,0.050334398,0.0709177,-0.16880305,-0.056088727,-0.12198268,0.05274395,0.16226913,0.01618889,0.009393578,-0.09021929,-0.15079324,0.24756141,-0.004579308,-0.109225996,0.013367067,-0.48900455,0.053913478,-0.15708813,-0.11127713,0.06609528,0.16078351,-0.032632664,-0.124648474,-0.112135015,0.018793553,0.03297125,0.14256094,-0.10790256,-0.09964862,-0.058600534,-0.20095582,0.18505855,0.04286914,-0.14020011,-0.253397,0.10057804,0.044983555,0.06923357,0.10888988,0.028922517,-0.062018834,0.1103193,0.0623692,0.2795433,-0.29002526,0.25583413,-0.19690192,0.15618701,0.13545297,0.042762626,0.21368904,0.066024065,-0.0585957,-0.002945631,-0.20095989,0.13668115,0.03447063,-0.024951672,-0.22161573,0.30383685,-0.056029994,0.0643966,0.123735085,0.19143893,0.2757254,0.08260129,0.23607509,0.14949647,-0.09205394,0.09307496,0.40018106,0.25531003,0.053391762,-0.2330774,0.08178864,-0.1039638
-0.12551033,0.14494082,0.041218363,-0.04992719,0.052024882,-0.34627292,0.014568193,0.34019455,-0.20557413,-0.15598956,-0.106791854,-0.2957711,0.0015921524,0.18804069,0.20417652,-0.13886689,0.09502969,-0.19656731,-0.021189608,-0.38732153,0.03427699,0.045744047,0.032531492,-0.13407283,0.036257677,0.0631497,-0.15189762,-0.05485325,-0.13474171,0.022647481,0.13626434,0.016381714,0.017284406,-0.062569946,-0.116670325,0.20213862,-0.036128182,-0.10783149,-0.002737084,-0.400317,0.036447868,-0.13061264,-0.08353434,0.078626215,0.12885629,-0.022088429,-0.12526228,-0.06200253,0.0061192247,0.058216203,0.101707876,-0.15025502,-0.10982486,-0.030227836,-0.17116782,0.17898396,0.06790219,-0.085455395,-0.19805929,0.123913646,0.023431197,0.08911501,0.043031055,0.05656842,-0.085573934,0.093709074,0.061840065,0.2337606,-0.2335834,0.21164581,-0.18614501,0.111284986,0.15095052,-0.024598753,0.18065813,0.03826887,-0.03503446,0.011999177,-0.19687071,0.098073155,0.026465695,0.004145912,-0.18483306,0.3078879,-0.013911137,0.116999164,0.07649715,0.18608603,0.2516797,0.048954714,0.21242821,0.12969944,-0.06369056,0.10634524,0.3428635,0.2257013,0.08469531,-0.22389093,0.09207259,-0.08496229
-0.15409684,0.10988533,0.0991504,0.01432607,0.058962826,-0.39023155,0.0049554235,0.44411215,-0.25022206,-0.21711417,-0.10768803,-0.3669377,-0.02246431,0.20782457,0.20584151,-0.14128189,0.110564835,-0.18937366,-0.02634543,-0.4691388,0.10142336,0.13015579,0.14504564,-0.22335143,0.048124038,0.11353308,-0.19169056,0.008483661,-0.17420372,0.059405643,0.18423048,0.004750736,0.03372861,-0.116267785,-0.10693579,0.22913952,0.08025495,-0.10630957,-0.05282573,-0.43361124,0.06320201,-0.13349435,-0.15645252,0.12754247,0.15188551,-0.05877971,-0.15233612,-0.041869402,0.07313059,0.057750046,0.1364657,-0.14044732,-0.065532446,-0.023534562,-0.12603815,0.16034372,0.048253935,-0.12650593,-0.18818925,0.079082824,-0.013932018,0.115254775,0.1091264,0.025602678,-0.14080411,0.14261894,0.06609176,0.26364744,-0.24103989,0.26003343,-0.16454728,0.20919622,0.19103579,0.040744267,0.23769665,0.029544856,-0.019006314,-0.082156934,-0.21614696,0.0966674,-0.014442113,0.0022993498,-0.24377461,0.3622803,-0.057813793,0.057670496,0.06154016,0.20259061,0.23184869,0.10331555,0.27987906,0.18023415,-0.0077577895,0.05885211,0.4409991,0.28348503,0.07915044,-0.21842985,0.15710683,-0.15366583
-0.18556623,0.1880978,0.05910688,0.025876949,0.020279506,-0.38376266,0.014117712,0.39812052,-0.15834445,-0.2283761,-0.1257517,-0.29126975,-0.033408727,0.19010441,0.17318526,-0.19767061,0.098267555,-0.2357281,-0.022387613,-0.43783307,0.0853735,0.12052486,0.17647478,-0.18511884,0.04536336,0.07072102,-0.17018089,-0.045652892,-0.102481484,0.057932504,0.1861799,0.026506592,0.0075619444,-0.114313945,-0.14864483,0.27853972,0.042486735,-0.108028516,0.015674777,-0.52717686,0.08187863,-0.18077663,-0.13061756,0.06336105,0.17191651,-0.052284677,-0.12017264,-0.12677112,0.027264047,-0.0013761474,0.18210118,-0.050561376,-0.07403102,-0.05683993,-0.2212077,0.16051595,0.028011406,-0.18127212,-0.26085764,0.06145397,0.07310463,0.066859774,0.16925117,-0.018170562,-0.039738666,0.11551124,0.08118682,0.31325635,-0.3109346,0.23929,-0.18320209,0.19295505,0.10060178,0.12389956,0.26766956,0.084401995,-0.087875016,-0.019853912,-0.20007725,0.16890328,0.03545643,-0.03206901,-0.22164984,0.29702955,-0.086175814,0.0037409985,0.13272515,0.21138051,0.27439114,0.09824869,0.2693674,0.17155197,-0.10651493,0.060216494,0.4636035,0.2693088,0.0418144,-0.22603986,0.067970864,-0.15693054
-0.15603158,0.17993756,0.029515214,-0.057532974,0.03667152,-0.37299272,-0.00047555735,0.3582569,-0.15193461,-0.18822476,-0.11558201,-0.2909257,-0.00026225776,0.18601273,0.19240673,-0.19067319,0.09534236,-0.24878345,-0.023774114,-0.40348396,0.044629436,0.051819544,0.07782305,-0.16404665,0.039106697,0.0668486,-0.15648921,-0.07693808,-0.10437027,0.042087704,0.14098085,0.0340582,-0.00042544157,-0.072714336,-0.16881615,0.24035992,-0.04626585,-0.12637307,0.033306748,-0.491266,0.05559748,-0.16742155,-0.08409573,0.055446714,0.17210707,-0.030963754,-0.10777241,-0.1238951,-0.0009219824,0.023710795,0.1420755,-0.10636287,-0.09009396,-0.062481347,-0.22969876,0.18761332,0.049733248,-0.13724601,-0.25731495,0.1117596,0.07885012,0.046242185,0.08965213,0.012194589,-0.01756448,0.110991955,0.051297992,0.28228623,-0.28432822,0.233019,-0.21205986,0.12479559,0.09938403,0.0467592,0.20308001,0.05267164,-0.07278452,0.011946714,-0.19869088,0.14549308,0.050499853,-0.006143899,-0.21426247,0.28581405,-0.027959116,0.07025601,0.13577503,0.1856798,0.30110627,0.06743101,0.23342438,0.12275508,-0.12414144,0.10635133,0.3865039,0.24785744,0.059782498,-0.25295272,0.050603528,-0.09685412
-0.12491215,0.1483883,0.0372244,-0.03979232,0.042268787,-0.33669776,0.012210304,0.34288692,-0.19590391,-0.15162818,-0.10616473,-0.28442058,9.350393e-05,0.18058805,0.19102316,-0.13934259,0.0912704,-0.19675519,-0.027296945,-0.3870801,0.037309278,0.05733006,0.054888416,-0.12803379,0.027037758,0.061565038,-0.15367371,-0.054595165,-0.12849511,0.023967737,0.14194979,0.016312134,0.0184043,-0.06582127,-0.10336935,0.19755246,-0.021511035,-0.10056307,0.0038016858,-0.3969861,0.047228202,-0.122685015,-0.09215894,0.07416404,0.12793264,-0.020949015,-0.11689694,-0.0622326,0.010556061,0.050803524,0.11019711,-0.13123721,-0.09947586,-0.030560058,-0.16450462,0.17842375,0.062613696,-0.08863341,-0.2047891,0.1042319,0.017999178,0.08608469,0.05555742,0.04921954,-0.07216248,0.09232728,0.061408192,0.2285569,-0.23987234,0.20701571,-0.18606426,0.12139409,0.14835042,-0.003289459,0.17998974,0.04827562,-0.03888016,0.009749202,-0.18917854,0.10115999,0.025730047,-0.006030628,-0.17833349,0.29163173,-0.030565586,0.09897812,0.08870861,0.1880647,0.2433761,0.060544644,0.20517242,0.1339389,-0.063753605,0.09922349,0.342896,0.21807432,0.07226887,-0.2095753,0.0851028,-0.09111128
-0.13527097,0.13860115,0.049642924,-0.032808904,0.04286595,-0.36705664,0.016234726,0.37854788,-0.22250453,-0.17782263,-0.11311529,-0.3238067,0.00017570546,0.20322219,0.20696238,-0.14463751,0.10323369,-0.20354238,-0.03497565,-0.42973965,0.046727765,0.070428446,0.062017586,-0.15646636,0.038973756,0.080630906,-0.1667186,-0.047597002,-0.15363187,0.036044087,0.15297918,0.013409385,0.02829901,-0.08220151,-0.12389136,0.21791756,-0.009587502,-0.11181684,-0.0143561205,-0.43398264,0.050308757,-0.13537356,-0.1062247,0.095454305,0.14530833,-0.029745042,-0.13657111,-0.0632849,0.02844107,0.059810728,0.11219151,-0.15046337,-0.10902363,-0.03447877,-0.17292875,0.18940681,0.060362764,-0.10318149,-0.21259657,0.11439027,0.016410418,0.092864,0.06893897,0.05457971,-0.099033974,0.11408597,0.061987795,0.25945985,-0.26018924,0.24208827,-0.18991134,0.15208682,0.16783376,-0.008046785,0.20413627,0.044869546,-0.03340839,-0.0057875304,-0.21058667,0.10797381,0.017734116,-0.001465091,-0.2100366,0.3324644,-0.033729035,0.10434246,0.09037894,0.19647676,0.25452206,0.06916561,0.23590977,0.14984334,-0.055866934,0.106901936,0.38397703,0.2435035,0.08482226,-0.229799,0.111705884,-0.0995151
-0.16681255,0.1691431,0.0631308,-0.0052729174,0.036893655,-0.4182851,0.016294705,0.41749936,-0.21646406,-0.21082863,-0.135216,-0.3456454,-0.0020454144,0.2265985,0.21419115,-0.18618701,0.107410215,-0.24200962,-0.02261302,-0.47868958,0.05087762,0.10441764,0.0934495,-0.18505608,0.06212105,0.07074399,-0.18920745,-0.053842284,-0.1584584,0.05285951,0.18473917,0.03976712,0.010651866,-0.097753815,-0.15332706,0.26871812,-0.00591393,-0.13556899,0.008187424,-0.538881,0.056758825,-0.1751169,-0.12705977,0.10197616,0.18700732,-0.03369639,-0.14826027,-0.10259764,0.021842841,0.039775528,0.14887421,-0.12803753,-0.111373655,-0.049492422,-0.22916752,0.18881725,0.047397062,-0.14683343,-0.24543205,0.120287545,0.06322091,0.09708813,0.10948608,0.022652995,-0.08862105,0.1116131,0.06376903,0.3111653,-0.30879787,0.27680215,-0.21474437,0.19017857,0.15128422,0.041832853,0.25467345,0.06889371,-0.065485366,-0.01455633,-0.22904204,0.14911304,0.04748768,-0.015246672,-0.2423895,0.35063398,-0.057594195,0.0809012,0.11381597,0.21860667,0.30782986,0.10262788,0.26781,0.17870635,-0.08418777,0.113063425,0.4591939,0.26163694,0.070800565,-0.24409918,0.09447694,-0.1461449
-0.14357246,0.16666883,0.04910159,-0.042100865,0.03685103,-0.3715135,0.014768375,0.36142722,-0.18753538,-0.18407446,-0.11803821,-0.30800596,0.011676701,0.19711734,0.20076218,-0.1652653,0.10056802,-0.22637695,-0.018486667,-0.41636762,0.047080543,0.06328259,0.061799493,-0.14580603,0.03851639,0.06878011,-0.16094507,-0.06891462,-0.12746945,0.034053583,0.14847209,0.03110022,0.013300765,-0.07473718,-0.14777938,0.23791732,-0.03981903,-0.124085225,0.008006014,-0.46582705,0.05185977,-0.15498288,-0.09276267,0.068962865,0.15902476,-0.024589296,-0.13003494,-0.09502765,0.0039547943,0.03765555,0.12816748,-0.13026372,-0.119639054,-0.050621845,-0.21587378,0.18713267,0.05297527,-0.11897533,-0.23166654,0.11946173,0.0495135,0.07991723,0.07291652,0.044331934,-0.06289943,0.09847425,0.054906927,0.2643658,-0.27156597,0.23289067,-0.20322303,0.1392868,0.13320607,0.011287247,0.21349287,0.059032213,-0.059411876,0.00951439,-0.2095429,0.13524526,0.04715864,-0.013693942,-0.20662732,0.31304505,-0.038070515,0.095293865,0.108631514,0.19434439,0.27627242,0.060993653,0.22468378,0.14236279,-0.09594221,0.11169048,0.38600606,0.23758799,0.072,-0.24228504,0.07696295,-0.10124709
-0.12652184,0.15797818,0.023099583,-0.025976071,0.02606791,-0.3002083,0.0071508465,0.29234794,-0.13695367,-0.15735403,-0.10600381,-0.2316276,0.0067513273,0.16108315,0.14324303,-0.15614645,0.07456076,-0.19448744,-0.012293297,-0.32911888,0.036876682,0.04469542,0.06581567,-0.1263223,0.034559783,0.04871587,-0.13375486,-0.069609165,-0.073933065,0.036320057,0.12018003,0.022979025,0.0008031038,-0.06383956,-0.12656692,0.20768002,-0.031629078,-0.09070437,0.022355005,-0.40666175,0.043247174,-0.13817443,-0.07491403,0.031947445,0.13260837,-0.027066233,-0.094717026,-0.11383261,-0.0037842412,0.020521274,0.120304205,-0.08464511,-0.09177638,-0.04862688,-0.18188079,0.15439022,0.04192997,-0.12067262,-0.2234038,0.09025478,0.046887953,0.0385175,0.080843806,0.02200977,-0.021542188,0.07603009,0.059727583,0.22541574,-0.24910352,0.18981051,-0.17581424,0.11115784,0.0925753,0.029906336,0.16388991,0.062753774,-0.05835643,0.021842536,-0.16029134,0.12306053,0.038234595,-0.013043054,-0.16610718,0.2293787,-0.044753075,0.056493692,0.11681985,0.16480972,0.24073729,0.062154744,0.17342973,0.11018129,-0.10247522,0.08183025,0.31580454,0.19588478,0.04543038,-0.20060587,0.040258143,-0.0708688
-0.12665531,0.10026095,0.07308945,0.010346671,0.041223954,-0.32872692,0.0032897461,0.36038235,-0.19945832,-0.17572568,-0.08867839,-0.29433984,-0.017784266,0.17682959,0.17487447,-0.12451626,0.09263671,-0.16994418,-0.02537239,-0.38811126,0.07053351,0.10167973,0.10977514,-0.17637384,0.045540422,0.080577865,-0.1583441,0.0010559116,-0.14550276,0.05006776,0.1503365,0.01613803,0.02761909,-0.0890417,-0.09989508,0.18972392,0.048945315,-0.100335896,-0.03245497,-0.38060296,0.045559276,-0.117989175,-0.12574819,0.10031876,0.13440531,-0.041199263,-0.12507847,-0.038829822,0.05386998,0.04718154,0.10915319,-0.111047424,-0.0698875,-0.021228267,-0.1172408,0.13671908,0.037499063,-0.10344884,-0.17098387,0.07258759,0.0055711702,0.092885,0.086354144,0.020561965,-0.10789729,0.11137913,0.057776254,0.22623575,-0.22024183,0.2227305,-0.14976044,0.1698882,0.14879149,0.02554346,0.20240965,0.0315741,-0.021378295,-0.06057348,-0.18583703,0.0855868,-0.0033024796,0.0022842896,-0.20607668,0.30466658,-0.04983309,0.05650364,0.057754047,0.16840145,0.20963441,0.085814476,0.23212698,0.14795744,-0.0186334,0.06554618,0.37196985,0.2329556,0.06396824,-0.18322225,0.1149541,-0.12404936
-0.17706434,0.022471366,0.18677972,0.13652046,0.09201333,-0.42876002,-0.022481717,0.5635317,-0.30047575,-0.28982374,-0.10722521,-0.4648523,-0.07622045,0.23364596,0.19832219,-0.119920276,0.12549053,-0.14386511,-0.060187314,-0.55541164,0.21289389,0.2659658,0.32014292,-0.3870052,0.078457065,0.17832465,-0.2616808,0.12952226,-0.23909883,0.1250063,0.2563983,-0.028037764,0.06577369,-0.21763776,-0.09872427,0.25500202,0.27283216,-0.07553721,-0.122726314,-0.45199624,0.09881252,-0.14251263,-0.2662125,0.2190686,0.18638943,-0.10706341,-0.1946735,-0.009204864,0.19480939,0.04751879,0.16313925,-0.12609123,0.04315016,-0.007723329,-0.011311176,0.11499082,-0.0070130266,-0.1830852,-0.1419563,0.0042316304,-0.048835337,0.14493863,0.21610373,-0.012737215,-0.22052796,0.21983676,0.05083861,0.3129001,-0.24067177,0.35037443,-0.11369408,0.35754916,0.24425618,0.14808683,0.32310203,-0.022531152,0.027855672,-0.25507453,-0.20898564,0.05653104,-0.113954924,0.00074369955,-0.3537347,0.4269344,-0.112943344,-0.06661313,0.028568437,0.20323765,0.16144498,0.17473541,0.4002327,0.25333217,0.11503866,-0.017013522,0.5672421,0.37299386,0.067139484,-0.16633213,0.26096988,-0.25989187
-0.15245558,0.13944477,0.07705156,-0.0048887916,0.04305103,-0.3849428,0.0036261212,0.42733955,-0.22065026,-0.21750881,-0.115614675,-0.33706823,-0.028548917,0.19631296,0.20151381,-0.15382762,0.104779534,-0.20831615,-0.034419145,-0.45508638,0.09914627,0.10405084,0.13982584,-0.20141365,0.021690665,0.10231484,-0.18394357,-0.02218298,-0.135693,0.05317304,0.17611355,-0.0014743089,0.036091767,-0.12019301,-0.1278722,0.24090946,0.051692706,-0.08994374,-0.033231515,-0.4451492,0.07576535,-0.15252328,-0.13222437,0.10564842,0.1564647,-0.056335673,-0.14513378,-0.0790951,0.051484626,0.046618074,0.14146037,-0.123959176,-0.062981494,-0.035390604,-0.15123309,0.1762944,0.050913513,-0.13169576,-0.21273732,0.08479502,0.014301084,0.082611,0.12422215,0.02257908,-0.09326825,0.1429929,0.07614383,0.29063523,-0.2680891,0.25817108,-0.17511338,0.18606205,0.16058639,0.05582708,0.24295975,0.043903302,-0.0365561,-0.041641403,-0.20709382,0.1193584,-0.010019412,0.008280865,-0.24147539,0.3386574,-0.054635536,0.042054135,0.09446782,0.20869546,0.23906489,0.08985767,0.27544188,0.16907482,-0.042786464,0.069290176,0.43257472,0.28554684,0.08973843,-0.22754718,0.13099547,-0.13510661
-0.17073616,0.18484698,0.06398257,0.0073198993,0.039349828,-0.3853459,0.011318727,0.40023497,-0.18281545,-0.2160484,-0.124767825,-0.30038503,-0.024786504,0.18899801,0.1921867,-0.18663207,0.10463842,-0.2355594,-0.014214201,-0.4368037,0.0797401,0.10260665,0.14722872,-0.17860128,0.035095,0.07747234,-0.16474351,-0.045304243,-0.115170725,0.045183286,0.17611691,0.029683802,0.004800593,-0.08968957,-0.13720489,0.26620674,0.019151662,-0.11811835,0.0019259243,-0.49761862,0.074075885,-0.17106305,-0.12196483,0.06623122,0.16365589,-0.042902924,-0.12628052,-0.10272027,0.018999519,0.015837345,0.16511491,-0.08694442,-0.09085318,-0.050086107,-0.21653739,0.16914073,0.037076194,-0.14991696,-0.25046447,0.073897846,0.052108485,0.08152015,0.12541354,-0.005113461,-0.057237264,0.10855716,0.07606732,0.29061607,-0.29229176,0.22730586,-0.19555625,0.1775055,0.11980601,0.07943987,0.24761628,0.07458216,-0.070876405,-0.015688727,-0.21558279,0.15524039,0.034955457,-0.021138337,-0.21111338,0.31158054,-0.06819283,0.037444554,0.11018479,0.21053627,0.276879,0.08165329,0.25354367,0.15985131,-0.09972103,0.0716495,0.4387552,0.26068586,0.05912035,-0.23873979,0.08156107,-0.1467383
-0.12166363,0.14519301,0.036692586,-0.05458573,0.038814183,-0.334982,0.015309491,0.32801792,-0.2032741,-0.14457072,-0.10780171,-0.28629974,0.006668439,0.18474904,0.19569716,-0.13400958,0.09728797,-0.19893634,-0.016352288,-0.37992916,0.018233001,0.04117358,0.024981642,-0.11664902,0.026470967,0.061748732,-0.15054111,-0.064847924,-0.12749289,0.016443131,0.12814753,0.019489305,0.022070449,-0.053772632,-0.10876625,0.19478293,-0.047658432,-0.10485683,0.0007865681,-0.39074612,0.038256478,-0.12851073,-0.084181,0.07262917,0.12717423,-0.018908614,-0.13014369,-0.058700185,-0.0013813381,0.055684123,0.0966918,-0.15235126,-0.12282597,-0.025533758,-0.17505191,0.18150741,0.07418982,-0.08231256,-0.20391281,0.12946561,0.015641807,0.0859951,0.03311871,0.065440685,-0.0792569,0.0838748,0.062177006,0.2283479,-0.2368908,0.20382425,-0.18931302,0.10922636,0.14983115,-0.032405667,0.16824622,0.045269016,-0.038959082,0.02192166,-0.19268668,0.099873245,0.030292103,0.0082617765,-0.16974184,0.2988041,-0.01545958,0.12363923,0.07836462,0.18702976,0.25305232,0.047806144,0.19890478,0.13323747,-0.0682241,0.10958064,0.3316317,0.21718712,0.09012705,-0.22270566,0.081121095,-0.07731601
-0.15646538,0.051215854,0.14467849,0.075263165,0.061663337,-0.39644712,-0.005955178,0.48585564,-0.2573826,-0.24923402,-0.095844895,-0.39691094,-0.04933472,0.21467929,0.18934174,-0.12728888,0.115914375,-0.1580357,-0.039409515,-0.49354807,0.16121428,0.19813637,0.22982904,-0.29725513,0.07013026,0.1371977,-0.21260172,0.07627862,-0.20834208,0.09368112,0.21253885,0.0043056738,0.052735165,-0.16975893,-0.10220403,0.23970035,0.17916156,-0.09934013,-0.0988566,-0.44024387,0.07562212,-0.1347254,-0.21426941,0.17600846,0.17299752,-0.083611205,-0.1674197,-0.018591339,0.14093253,0.04757347,0.14362605,-0.11071403,-0.014459385,-0.013713215,-0.05907281,0.122434944,0.010500451,-0.15684351,-0.15887572,0.029892871,-0.023958173,0.12964119,0.1657416,-0.00459917,-0.1802338,0.18677463,0.055124786,0.2759622,-0.24045354,0.3033294,-0.13117337,0.28990728,0.203448,0.09934561,0.28149545,0.006618571,0.012542777,-0.17813805,-0.20888723,0.079318374,-0.06735024,0.0058444934,-0.30008495,0.3868415,-0.094055146,-0.013191279,0.04849738,0.19795762,0.18964952,0.1467098,0.33652812,0.2110676,0.057055194,0.021297302,0.49161565,0.31561956,0.06791281,-0.18428594,0.20647997,-0.21264794
-0.14305517,0.053251065,0.13802275,0.073685244,0.07318674,-0.35999215,-0.009885038,0.44610834,-0.234466,-0.21919747,-0.08147983,-0.36837152,-0.04603,0.19285773,0.17904806,-0.1136757,0.102129996,-0.15179273,-0.043014448,-0.45055717,0.14345476,0.18847029,0.21219167,-0.26773363,0.06521131,0.119126536,-0.20197551,0.06121703,-0.19228123,0.080562964,0.19723794,0.0038341698,0.049779493,-0.14975356,-0.08636973,0.21834096,0.16344583,-0.09214815,-0.08533156,-0.39900884,0.0755112,-0.108677424,-0.19728234,0.15943076,0.15352578,-0.07079776,-0.15010248,-0.010198487,0.12915017,0.036854126,0.13358054,-0.10687741,-0.0064741224,-0.0016644964,-0.042294092,0.11102215,0.014350511,-0.14200619,-0.13726869,0.024368158,-0.034598697,0.1264996,0.14921734,-0.004813005,-0.17050278,0.16102692,0.05391537,0.23533294,-0.21672931,0.26799807,-0.1267511,0.2633311,0.1875772,0.09218616,0.25848395,0.0061470186,0.011195593,-0.17303191,-0.19373603,0.06502643,-0.05316647,-0.0029328747,-0.25652796,0.35018763,-0.08558559,-0.005351467,0.037821673,0.18492335,0.16705334,0.13135685,0.30340126,0.19202662,0.05569754,0.011219325,0.4392356,0.28808632,0.05881858,-0.16409521,0.18998103,-0.19351918
-0.15413006,0.053903732,0.15724431,0.064666145,0.08393456,-0.41856512,-0.015754607,0.52065355,-0.2935117,-0.25745004,-0.10336517,-0.43980306,-0.04525893,0.22363344,0.21646139,-0.11707183,0.12621596,-0.1673418,-0.045790024,-0.52725756,0.1679434,0.19736423,0.22517326,-0.31374553,0.054256104,0.15621133,-0.23482706,0.08095378,-0.2218016,0.09285366,0.22105527,-0.01216752,0.05257356,-0.17479397,-0.097532384,0.23204668,0.18066144,-0.09115626,-0.10082042,-0.4218266,0.092038564,-0.12614515,-0.21880841,0.18221419,0.16692872,-0.08743958,-0.1859615,-0.0056479583,0.14758638,0.06827711,0.14341383,-0.14954996,-0.0052850363,-0.0019270064,-0.04716023,0.1452688,0.029206093,-0.13032423,-0.15283787,0.051034886,-0.047409143,0.1342329,0.1470503,0.0143433865,-0.19247605,0.19411387,0.06236851,0.27516964,-0.22860679,0.30968025,-0.13553551,0.28680515,0.23758693,0.07382758,0.2752206,-0.00313814,0.023973787,-0.18415807,-0.21759109,0.06420713,-0.07808297,0.017670514,-0.3013429,0.4141973,-0.07787089,0.011696401,0.035298813,0.21015798,0.19199693,0.14197913,0.34610656,0.21560583,0.07206342,0.020745184,0.501468,0.34087768,0.08768087,-0.20520246,0.22998457,-0.20465353
-0.1498194,0.15914094,0.046978775,-0.042927247,0.038862523,-0.38986504,0.017956086,0.39050817,-0.21887614,-0.18415596,-0.12584862,-0.3319161,0.0039045396,0.21341759,0.21760823,-0.16954069,0.1054635,-0.22586751,-0.029537614,-0.4448824,0.039186325,0.06431912,0.054170344,-0.15552837,0.043177478,0.07415487,-0.17536297,-0.06459921,-0.14681265,0.032978375,0.15808591,0.022293525,0.022874035,-0.08037842,-0.14119548,0.23657537,-0.026406344,-0.121844925,0.0030106064,-0.48093286,0.050207242,-0.15694582,-0.10583163,0.08438274,0.16038357,-0.027436115,-0.14144571,-0.08399463,0.0130665535,0.05072828,0.12512006,-0.14929558,-0.12348812,-0.044248514,-0.20293,0.20125955,0.067782275,-0.11841505,-0.23641017,0.12852184,0.032549944,0.09257746,0.077853985,0.052360173,-0.0902013,0.11109047,0.06772644,0.27903494,-0.28729686,0.25319177,-0.20910665,0.14755471,0.1646493,-0.004208198,0.2155031,0.056628108,-0.052414387,0.008573033,-0.22113353,0.1239899,0.03417679,-0.0068412405,-0.2171308,0.34045783,-0.034639634,0.11399598,0.10469112,0.2093151,0.28458595,0.07092448,0.2412979,0.15442652,-0.08034225,0.11896922,0.4057355,0.25461563,0.08130959,-0.24635813,0.096375085,-0.10173685
