PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC11,PC14,PC20,PC24,PC28,PC30,PC31,PC36,PC46,PC48,PC50
0.0921455319599065,0.4114764229363465,0.2767613192767443,0.2472850528865563,0.4062647577943299,0.498859791035866,0.1382511737440411,0.4498326336273592,0.3739470943040225,0.6629901886885121,0.7941578933249946,0.448488575768299,0.3327126057219901,0.4442834722533577,0.4827930421029446,0.6920185194792838,0.4641077911645884,0.4088945622639896,0.6130589361941811,0.2118493956526569
0.0741484714344464,0.5231100466915664,0.2827812621650434,0.3412279156848673,0.4128571360281259,0.4816563680132494,0.2487742798366435,0.4051272587253547,0.3961513940297352,0.4070261294233029,0.3105659566802912,0.3169262293606204,0.5058571108343126,0.425345386004669,0.7479151123187915,0.3363279887919146,0.415265313337657,0.4242144513697579,0.6281772360811498,0.3381968593804735
0.085307924283376,0.515991997485648,0.3328860644655506,0.239939043284695,0.5757015178835204,0.569374572529598,0.3023749155327041,0.3987019414892245,0.5526277872236559,0.536668671864825,0.3813257483009918,0.3496959064461603,0.3049300694071205,0.4099842959964449,0.4898903256154916,0.4231134557703965,0.370453865971084,0.318907916450819,0.605686403413329,0.4237769459070395
0.0807260470015766,0.5450638147503278,0.3285111126467854,0.2870314036852321,0.557293420822133,0.617755140162643,0.3633892045495362,0.2723005923698885,0.5586649642004999,0.6089406721781351,0.3497682883690078,0.3072196883206387,0.5342237561336818,0.2023017023876367,0.8195289769176202,0.4930863363646381,0.3199522621299952,0.4382501555712799,0.7507610025921123,0.3973873586370787
0.0618700290881773,0.5906407676649641,0.2451789548963554,0.5268312368920554,0.5547720393712874,0.6988362952045781,0.3255755611313783,0.330418041866553,0.4873349092480036,0.6227043554011188,0.3999448459800471,0.4784915295816665,0.4617756127308303,0.643673097563415,0.4333637604079795,0.7782564839777177,0.3195625292450313,0.2996853673840499,0.4084621194243445,0.3187421704597323
0.0792075619031657,0.537731086799046,0.2912575315310129,0.402393651672559,0.3578945927806769,0.6723951391343139,0.220521725363478,0.2983424605355622,0.3017318869361456,0.448605660603425,0.3852031495794053,0.4988089407785432,0.4280406041630282,0.6440109616946439,0.5021684168149899,0.648059070935786,0.5380718631298151,0.4442477321887624,0.3270512421899024,0.3899866118900746
0.1040676067825068,0.3319974712566318,0.2269162926047956,0.4160634699054088,0.6274823625487302,0.4723744887738987,0.4352247029525234,0.3097740670958741,0.420302957356349,0.565890481059732,0.3722275083150162,0.3588985036285405,0.4608024438800607,0.4189006602801515,0.9280449731004295,0.3511649025889908,0.2551199107259574,0.2096845562108465,0.8392927019556491,0.458090024667233
0.0919364082325951,0.3167480952629871,0.1649387730593243,0.4913517366846927,0.5547617118416437,0.6043588350609943,0.2944844254751383,0.4326406311547652,0.3609813689655249,0.5810177878562484,0.3728628876088722,0.4128972436408742,0.2958325948536809,0.4780035051229582,0.4911401403385786,0.4913366699167262,0.3782985153410663,0.51231869668869,0.4809177738830129,0.5756682539733848
0.1124475057733606,0.2555148091224168,0.194551664663676,0.4061680529307276,0.5970767154117982,0.5375011951611186,0.3042073844037973,0.4330971659942269,0.3131985727549354,0.5494362129860753,0.2957525981029025,0.492936732949369,0.3688161181818434,0.4178675708781471,0.3626351232169804,0.540892121579597,0.2746942967454998,0.3742137183491886,0.2991022844941098,0.4371889231042378
0.1050674174612537,0.2389173670966609,0.1802976423066379,0.3895659783257252,0.445949339758854,0.3869100062864226,0.2470037239773218,0.3764827594868035,0.2863415195590177,0.5169643923788925,0.5213332901930664,0.438209222980853,0.4309140357748746,0.380820632520313,0.4092856225688593,0.529814416542088,0.4465764479103941,0.3178544728419973,0.4647331483185556,0.4261868172314587
