PC1,PC2,PC3,PC4,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC17,PC18,PC19,PC23,PC27,PC33,PC36,PC38,PC39
0.2149260182656306,0.595767769449613,0.1934464614741259,0.503904409617386,0.5904799097230612,0.8796520284047095,0.7631631487536386,0.5762175039221975,0.326007393599736,0.5239942195937496,0.3148759419940483,0.3183526603171176,0.7028004609702282,0.5364872286866048,0.4573230844315069,0.2378889958507413,0.5034894404994263,0.4491425611229669,0.3591407794776511,0.6529189213728046
0.1653224988869462,0.587584734341245,0.2419821537922109,0.5382399932223532,0.50265199345989,0.5054195748320545,0.7359234731809308,0.7646726632023324,0.2561427864732122,0.6675016050055737,0.3594681137576407,0.5105178528804115,0.5368942285760854,0.4642964704662805,0.3992401191336177,0.290272835610167,0.6149916801225765,0.3975616960859529,0.4532923597430806,0.5608453377725042
0.2105769026190675,0.656011981624266,0.265448351609875,0.4514985720259958,0.5147334491695944,0.5443590813636972,0.7436949625845629,0.7768014023575158,0.3408089896072823,0.6324096028259781,0.4534057113191229,0.3220516881328139,0.5950663199431491,0.439448793127714,0.4698253870904068,0.3151527946524515,0.6273635503626841,0.4941505828142735,0.5152619715855301,0.4381010969146956
0.1668829322363877,0.6547898009425834,0.3208517591080928,0.4368531009680601,0.4776090429971873,0.5484163255237553,0.7068798295449132,0.7962429629360102,0.3285695798396061,0.7008248384998899,0.4987330982914915,0.3810786371289562,0.5340524074776987,0.5941802607276508,0.5239638128018741,0.2462732631253368,0.50745619298289,0.4094965426569753,0.4671678968554556,0.500341162672268
0.2775428098151055,0.6727234286482751,0.3436674055424755,0.4783892760273581,0.4618851755989168,0.5243109126692012,0.6936061452063186,0.7350453846798787,0.306120802080309,0.6950289900181771,0.4218723836967024,0.4136433517810806,0.6460835044550041,0.4974785536142255,0.607245481576322,0.3238847594732517,0.5499632020159352,0.4526962560305622,0.4852024550848626,0.480540770234521
0.1250087081031355,0.6560543332453621,0.2720138480425515,0.4919860725079767,0.4532141402586217,0.5305808754525743,0.6993983380288443,0.7275948210530562,0.3071181694574095,0.7755967030845512,0.5017621959948992,0.4963267470048239,0.5240718093495693,0.3819061137711149,0.4479637791464333,0.2434941519173061,0.4805405693221823,0.427908017621925,0.4499022058397449,0.4755162825619651
0.2238608349613313,0.4879835045315018,0.2834214913951146,0.4507464267719441,0.4150626206082594,0.522504729654464,0.7682427645732791,0.7989067527392079,0.2213417950327288,0.7294865856612236,0.4458457239314585,0.3889895040165731,0.6194258482673634,0.5765492472400284,0.5451016888252829,0.3300149842148003,0.6174683555244835,0.4262887707886268,0.5325262912185607,0.4872609723981755
0.3128044124488442,0.4298757274463018,0.3241130074709754,0.4974123719045888,0.4649463464381457,0.5600816457090197,0.7572074073418388,0.7731457608583224,0.2987162755961234,0.7079067748372165,0.4468360771307847,0.389606297928872,0.6159877011113627,0.5992133186213616,0.6076906762597807,0.2935331931210152,0.4928515296537969,0.4666668994104101,0.4685966901813984,0.5405688354966551
0.2738176646346702,0.3716342111707958,0.2987764832537429,0.5184454537166502,0.4385952342582188,0.6270979378523917,0.7928308145613304,0.7269526983508738,0.2820497765809713,0.752791343016465,0.4951525453986032,0.319517638836115,0.7252983839055996,0.4978357651744233,0.6435558038021957,0.3034646893137606,0.5195117228230653,0.4375025613632017,0.430668267337074,0.4914856365500926
0.2582212207328914,0.3534176840364599,0.2578312515180697,0.5568690337149114,0.4568440830905201,0.5553340849825581,0.7481002781513291,0.7025686813485345,0.3798847675913446,0.6689814295005527,0.4923819528789533,0.3492026715702614,0.6933388861389406,0.5072668465026602,0.5414963429124178,0.35789176692959,0.5255748778769352,0.4607976634027941,0.4646771889627444,0.521582775095016
