PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
0.21492601826563065,0.595767769449613,0.19344646147412592,0.503904409617386,0.8111839060269063,0.7262034329046418,0.5904799097230612,0.8796520284047095,0.7631631487536386,0.5762175039221975,0.326007393599736,0.5239942195937496,0.31487594199404834,0.5494283598118374,0.6885738506635781,0.5385560467758121,0.3183526603171176,0.7028004609702282,0.5364872286866048,0.755497031630932,0.6543264225739085,0.3872949383160913,0.45732308443150693,0.5168984638361181,0.5428163433414235,0.4842824881392848,0.2378889958507413,0.3941551273355063,0.6809075450229382,0.7830086265537829,0.5165165235001892,0.47201623737552334,0.5034894404994263,0.5975837315999101,0.28489256041943245,0.4491425611229669,0.4298774865857516,0.3591407794776511,0.6529189213728046,0.5089862518320598,0.3919678643093228,0.6430657248606871,0.6538533187346013,0.6262120314214566,0.5532218474740616,0.5173074441763369,0.5458274080649792,0.555821068298414,0.5060947755846068,0.6016995738654235
0.16532249888694625,0.587584734341245,0.24198215379221094,0.5382399932223532,0.6264983812091754,0.6139256151400777,0.50265199345989,0.5054195748320545,0.7359234731809308,0.7646726632023324,0.2561427864732122,0.6675016050055737,0.35946811375764076,0.5609480452987814,0.511118612820113,0.5557488299665447,0.5105178528804115,0.5368942285760854,0.4642964704662805,0.4490816536094182,0.331632890948725,0.44457555708911123,0.3992401191336177,0.6767552873011642,0.5153847477777108,0.34200142076621154,0.290272835610167,0.5290541272040594,0.6812057093223951,0.4933879736262883,0.35308896134715906,0.6030918371686309,0.6149916801225765,0.603175786887285,0.466318714480214,0.39756169608595293,0.5451823592299269,0.45329235974308063,0.5608453377725042,0.5140634094265302,0.4914074250138819,0.5754301244259684,0.692117980875456,0.49461178769635317,0.606817775767662,0.5595690301670418,0.4185696010166702,0.6047177347387522,0.4908515097216474,0.6370150152239688
0.2105769026190675,0.656011981624266,0.26544835160987507,0.45149857202599586,0.7498317247791624,0.6240576412737849,0.5147334491695944,0.5443590813636972,0.7436949625845629,0.7768014023575158,0.3408089896072823,0.6324096028259781,0.4534057113191229,0.6375703451140032,0.509847669589551,0.471154459496316,0.3220516881328139,0.5950663199431491,0.439448793127714,0.5919077230034477,0.3919222126501574,0.43815907275765015,0.4698253870904068,0.6990631872385621,0.4451496951667729,0.3306376963495893,0.3151527946524515,0.49753216139980033,0.6195902877858447,0.4822455317337588,0.3632133241724286,0.6003881186513108,0.6273635503626841,0.5895626426523133,0.4829926197523445,0.4941505828142735,0.37357254083366487,0.5152619715855301,0.4381010969146956,0.5704337125411979,0.5024244581643961,0.5455595940554425,0.6513580309788526,0.4970861961971197,0.5941148988722734,0.48830865844635063,0.5618920552118436,0.5470398027350298,0.4753803551834912,0.6242995012595272
0.1668829322363877,0.6547898009425834,0.3208517591080928,0.4368531009680601,0.7042153720749795,0.6141855586290269,0.4776090429971873,0.5484163255237553,0.7068798295449132,0.7962429629360102,0.3285695798396061,0.7008248384998899,0.4987330982914915,0.6063932272350221,0.5885404905318635,0.5333647260944626,0.3810786371289562,0.5340524074776987,0.5941802607276508,0.3978534552461832,0.46732493166700845,0.535905648221018,0.5239638128018741,0.590259185249257,0.4280442522247439,0.2711794765035082,0.24627326312533682,0.5584228824630824,0.676878135837403,0.47121166567248085,0.34536315276364216,0.5859733515770921,0.50745619298289,0.5943423527190504,0.3921438025073767,0.4094965426569753,0.4367121417392353,0.4671678968554556,0.500341162672268,0.48610013118430895,0.4759536419536444,0.538465064067518,0.6539858441246482,0.4870837830522654,0.5898314118788799,0.4695868207958312,0.565866447827889,0.6585747139395428,0.40205840551308725,0.6282753890828644
0.27754280981510554,0.6727234286482751,0.34366740554247555,0.4783892760273581,0.7409559812359621,0.5960157727188425,0.4618851755989168,0.5243109126692012,0.6936061452063186,0.7350453846798787,0.30612080208030906,0.6950289900181771,0.4218723836967024,0.5507455814404817,0.43450054231194346,0.5428351797274499,0.4136433517810806,0.6460835044550041,0.49747855361422555,0.5374460757237329,0.4262082900264035,0.3820577035385298,0.607245481576322,0.628444464860098,0.43409928939694625,0.3844699009392566,0.3238847594732517,0.4753332679217543,0.5437667939409574,0.6307421746934461,0.42852808082722343,0.5056929247988722,0.5499632020159352,0.5124906298788044,0.5142896320598193,0.4526962560305622,0.42440832252869976,0.4852024550848626,0.480540770234521,0.5687533178478039,0.3552924318451128,0.49793609597893124,0.6741626036878955,0.433893809246141,0.4877632566411626,0.4584332293749056,0.5073955965805296,0.6489722529209875,0.48592030264532804,0.5710107412125307
0.12500870810313558,0.6560543332453621,0.2720138480425515,0.49198607250797677,0.7213512907295554,0.6202824953858502,0.4532141402586217,0.5305808754525743,0.6993983380288443,0.7275948210530562,0.3071181694574095,0.7755967030845512,0.5017621959948992,0.4673740155680277,0.5150568163337284,0.5379227462497765,0.49632674700482393,0.5240718093495693,0.38190611377111494,0.5427029855196867,0.4953407963159152,0.3908509527100025,0.44796377914643337,0.65837659782078,0.5730270320367594,0.3372004193765181,0.24349415191730617,0.5103801840874229,0.6525524555177924,0.5180224635265037,0.36125379855802675,0.6176511182109494,0.48054056932218236,0.5079691777911849,0.5821511194121998,0.42790801762192504,0.42728933101911526,0.4499022058397449,0.47551628256196515,0.5354332421613379,0.40178874541706106,0.502620571255749,0.5931537801502111,0.43810285711996266,0.4588245555770605,0.5011508528434682,0.42674528047120525,0.6500503450809167,0.5036210650397667,0.5594831649405073
0.22386083496133136,0.48798350453150185,0.2834214913951146,0.45074642677194415,0.6605773880971152,0.5646010682419956,0.41506262060825944,0.522504729654464,0.7682427645732791,0.7989067527392079,0.22134179503272883,0.7294865856612236,0.4458457239314585,0.6413993053648278,0.5445974054360164,0.4814211464891742,0.3889895040165731,0.6194258482673634,0.5765492472400284,0.3904240457532606,0.4038770024754194,0.4709155338222438,0.5451016888252829,0.5828624778244754,0.45385696447144797,0.3187954763256112,0.33001498421480036,0.5388796961504175,0.5603658859054628,0.5284366025711285,0.3052862783984398,0.6751378479247331,0.6174683555244835,0.555088927250034,0.28518233189427755,0.42628877078862687,0.40268848887745545,0.5325262912185607,0.48726097239817556,0.5455167253594077,0.4813597816582598,0.5988600528711829,0.7191186860666048,0.5601458280522195,0.5780281783667587,0.5136201812139626,0.545489690344276,0.7070037572486549,0.38021346076909984,0.7726563213297337
0.31280441244884427,0.42987572744630187,0.32411300747097543,0.49741237190458887,0.7140844612954366,0.6003561544529504,0.4649463464381457,0.5600816457090197,0.7572074073418388,0.7731457608583224,0.29871627559612346,0.7079067748372165,0.44683607713078477,0.5764569847992045,0.5260160562058389,0.4468598279263503,0.389606297928872,0.6159877011113627,0.5992133186213616,0.47345002892994814,0.3034299670455909,0.38877517794875716,0.6076906762597807,0.6464090498248833,0.5299167329875063,0.3237909061097969,0.2935331931210152,0.5996684612084625,0.5718650984259265,0.5792123207460613,0.4043321907125012,0.4780261837216136,0.4928515296537969,0.630422209464382,0.6186897810067529,0.4666668994104101,0.42380343414845967,0.4685966901813984,0.5405688354966551,0.5224455955346989,0.4510987087711911,0.5279745298501274,0.6914198634933005,0.5530531317038709,0.4882423884992805,0.4954980368330614,0.4323492816064025,0.6075422343083031,0.5667672075362225,0.592920735801127
0.2738176646346702,0.3716342111707958,0.2987764832537429,0.5184454537166502,0.6993984421036546,0.5906125656068892,0.4385952342582188,0.6270979378523917,0.7928308145613304,0.7269526983508738,0.28204977658097136,0.752791343016465,0.49515254539860326,0.5810966152583731,0.47695578241754355,0.3858277011002719,0.31951763883611506,0.7252983839055996,0.4978357651744233,0.678658025078721,0.4132211722368939,0.3697621146747392,0.6435558038021957,0.6847451087902473,0.530589184769986,0.40775461993863543,0.3034646893137606,0.46659956748612,0.6720640248713581,0.5942098606473495,0.4801258037773658,0.4344182320703787,0.5195117228230653,0.6444844271458281,0.48847410560103116,0.4375025613632017,0.38495080209262156,0.430668267337074,0.4914856365500926,0.49965555061011063,0.4591965388492232,0.5476175076792371,0.7114109303207147,0.6084789635235819,0.3786621698829032,0.5232867321095369,0.45441608585114734,0.5962593473613977,0.5744151914803008,0.53622815611562
0.25822122073289144,0.35341768403645996,0.2578312515180697,0.5568690337149114,0.6449908514940295,0.5188670136570249,0.4568440830905201,0.5553340849825581,0.7481002781513291,0.7025686813485345,0.37988476759134465,0.6689814295005527,0.49238195287895337,0.4662141118872399,0.7187330527269828,0.45969496714096314,0.3492026715702614,0.6933388861389406,0.5072668465026602,0.6158167037785831,0.47270247538499666,0.4433876766491676,0.5414963429124178,0.5672469621311589,0.40350024968704507,0.40488424249903515,0.35789176692959,0.5828535869327064,0.48254828579533715,0.6439977881723411,0.438770289084448,0.5869770103595543,0.5255748778769352,0.5673099876921044,0.5851318589600262,0.4607976634027941,0.4030956490834041,0.46467718896274446,0.521582775095016,0.5322161222428272,0.3454848139274396,0.5576252973229473,0.7096721262038314,0.48544913963651243,0.5481022253922532,0.4222863561904358,0.5505305329882181,0.6285483432527915,0.4265427127671447,0.5808435076483144
